"","Name","IOC","DOB","Height","Weight","Turn.Pro","Prz","Rk","CH","Date","Titles","W","L","country_type","Region","CH_age","Background","sex"
"2830","Isak ARVIDSSON","Sweden",1992-08-06,188,79,0,75435,1046,489,2014-11-17,0,2,9,"developed","EUROPE",22,"West","Male"
"2831","A.J. CATANZARITI","United States",1995-08-21,0,0,0,9971,1046,1019,2019-09-09,0,0,0,"developed","NORTHERN_AMERICA",24,"West","Male"
"2833","Aliaksandr LIAONENKA","Belarus",1999-03-17,0,0,0,10042,1048,1043,2019-10-28,0,0,0,"developing","EUROPE",20,"West","Male"
"2834","Aaron ADDISON","Australia",1995-11-12,191,82,0,26917,1048,990,2019-08-26,0,0,0,"developed","OCEANIA",23,"West","Male"
"2835","Errol SMITH","United States",1994-06-16,0,0,0,6795,1050,909,2019-08-05,0,0,0,"developed","NORTHERN_AMERICA",25,"West","Male"
"2836","Timur KIYAMOV","Russia",1996-10-30,183,75,0,34613,1051,759,2018-05-07,0,0,0,"developing","EUROPE",21,"West","Male"
"2837","Dominik PALAN","Czech Republic",2000-09-30,0,0,0,5344,1052,1047,2019-10-28,0,0,0,"developed","EUROPE",19,"East","Male"
"2839","Niklas JOHANSSON","Sweden",1998-10-07,201,93,0,11840,1054,1026,2019-09-16,0,0,0,"developed","EUROPE",20,"West","Male"
"2840","Peter GOLDSTEINER","Austria",1990-07-31,173,65,0,45170,1055,738,2017-07-24,0,0,0,"developed","EUROPE",27,"West","Male"
"2841","Alex MARTI PUJOLRAS","Spain",1999-02-10,0,0,0,8480,1056,1047,2019-10-21,0,0,0,"developed","EUROPE",20,"West","Male"
"2842","Manfred FELLIN","Italy",1997-02-24,180,68,0,12650,1057,1052,2019-10-28,0,0,0,"developed","EUROPE",22,"West","Male"
"2843","Jeremy BEALE","Australia",1994-10-04,193,84,0,40465,1058,459,2018-10-08,0,0,0,"developed","OCEANIA",24,"West","Male"
"2844","Gerald MELZER","Austria",1990-07-13,188,80,2007,880011,1058,68,2016-11-21,0,20,34,"developed","EUROPE",26,"East","Male"
"2845","Samuel BENSOUSSAN","France",1991-11-18,170,69,0,59158,1060,405,2018-06-11,0,0,0,"developed","EUROPE",26,"East","Male"
"2846","Yannick VANDENBULCKE","Belgium",1990-07-18,193,85,0,65374,1060,377,2018-03-19,0,0,0,"developed","EUROPE",27,"West","Male"
"2847","August HOLMGREN","Denmark",1998-04-22,0,0,0,3966,1062,1053,2019-10-21,0,1,0,"developed","EUROPE",21,"West","Male"
"2848","Arthur CAZAUX","France",2002-08-23,0,0,0,1946,1063,1053,2019-10-21,0,0,0,"developed","EUROPE",17,"West","Male"
"2849","Amadatus ADMIRAAL","Netherlands",NA,0,0,0,2658,1063,1056,2019-10-21,0,0,0,"developed","EUROPE",NA,"West","Male"
"2850","Sergey BETOV","Belarus",1987-10-15,185,74,0,227099,1065,340,2011-08-01,0,1,7,"developing","EUROPE",23,"West","Male"
"2851","Valentin ROYER","France",2001-05-29,0,0,0,2551,1065,1033,2019-09-30,0,0,0,"developed","EUROPE",18,"West","Male"
"2852","Guanarteme NUEZ DELGADO","Spain",1997-09-18,0,0,0,1901,1065,1056,2017-06-19,0,0,0,"developed","EUROPE",19,"West","Male"
"2853","Ronan JACHUCK","United States",2001-10-08,0,0,0,1923,1067,1059,2019-10-21,0,0,0,"developed","NORTHERN_AMERICA",18,"West","Male"
"2857","Karlo KRANIC","Croatia",1999-04-23,0,0,0,3267,1070,1059,2019-10-21,0,0,0,"developed","EUROPE",20,"West","Male"
"2858","Omar GIACALONE","Italy",1992-01-11,180,80,0,91648,1072,327,2015-09-14,0,0,0,"developed","EUROPE",23,"West","Male"
"2859","Alfredo PEREZ","United States",1997-05-22,0,0,0,9541,1073,1073,2019-11-04,0,0,0,"developed","NORTHERN_AMERICA",22,"West","Male"
"2860","Francisco ANDREU GARCIA","Spain",2001-03-07,0,0,0,2796,1073,1073,2019-11-04,0,0,0,"developed","EUROPE",18,"West","Male"
"2861","Filippo VOLANDRI","Italy",1981-09-05,183,73,1997,3949631,1074,25,2007-07-23,2,178,224,"developed","EUROPE",25,"West","Male"
"2863","Alastair GRAY","United Kingdom",1998-06-22,188,73,0,13210,1076,986,2017-10-30,0,0,1,"developed","EUROPE",19,"West","Male"
"2864","Trent BRYDE","United States",1999-08-24,180,70,0,16852,1077,625,2018-12-24,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"2865","Nitin Kumar SINHA","India",1999-02-20,178,69,0,13888,1078,870,2018-09-10,0,0,0,"developing","ASIA",19,"West","Male"
"2866","Lucas RENARD","Sweden",1992-09-30,185,80,0,39210,1079,672,2013-03-18,0,0,0,"developed","EUROPE",20,"West","Male"
"2868","Michael GRANT","United States",1992-02-13,183,75,0,12600,1080,750,2016-07-11,0,0,0,"developed","NORTHERN_AMERICA",24,"West","Male"
"2869","John ECHEVERRIA","Spain",2001-11-30,0,0,0,3872,1081,1069,2019-10-21,0,0,0,"developed","EUROPE",17,"West","Male"
"2870","Jatin DAHIYA","India",1992-09-29,0,0,0,12086,1082,1077,2019-10-28,0,0,0,"developing","ASIA",27,"West","Male"
"2871","Dalibor SVRCINA","Czech Republic",2002-10-02,178,69,0,2826,1083,1074,2019-10-21,0,0,0,"developed","EUROPE",17,"East","Male"
"2872","Francisco DIAS","Portugal",1992-05-01,183,90,0,14255,1084,954,2011-09-26,0,0,0,"developed","EUROPE",19,"West","Male"
"2873","Benjamin BECKER","Germany",1981-06-16,178,72,2005,4399584,1084,35,2014-10-27,1,153,220,"developed","EUROPE",33,"East","Male"
"2875","Colin VAN BEEM","Netherlands",1992-04-28,0,0,0,47040,1085,537,2013-08-19,0,0,0,"developed","EUROPE",21,"West","Male"
"2876","Lucas VURADIN","Australia",1999-01-26,173,64,0,14461,1087,839,2018-10-08,0,0,0,"developed","OCEANIA",19,"West","Male"
"2877","Timur KHABIBULIN","Kazakhstan",1995-08-02,185,83,0,72838,1088,753,2016-05-09,0,0,0,"developing","ASIA",20,"West","Male"
"2878","Thomas GIRAUDEAU","France",1991-11-26,177,70,0,10201,1089,962,2015-04-13,0,0,0,"developed","EUROPE",23,"East","Male"
"2879","James MARSALEK","United Kingdom",1992-04-05,185,83,0,53905,1089,537,2013-05-20,0,0,0,"developed","EUROPE",21,"West","Male"
"2880","Remy BERTOLA","Switzerland",1998-08-31,0,0,0,11873,1089,910,2019-08-05,0,0,0,"developed","EUROPE",20,"West","Male"
"2881","Walter TRUSENDI","Italy",1985-01-03,0,0,0,192518,1090,299,2011-08-29,0,0,1,"developed","EUROPE",26,"West","Male"
"2882","Kasidit SAMREJ","Thailand",2001-01-20,0,0,0,3462,1091,1091,2019-11-04,0,0,1,"developing","ASIA",18,"West","Male"
"2884","Grey HAMILTON","United States",1996-09-30,0,0,0,6238,1093,1013,2019-08-05,0,0,0,"developed","NORTHERN_AMERICA",22,"West","Male"
"2885","Patrik FABIAN","Slovakia",1994-03-20,185,80,0,32042,1093,548,2016-02-01,0,0,0,"developed","EUROPE",21,"West","Male"
"2887","Palaphoom KOVAPITUKTED","Thailand",1999-12-05,0,0,0,9321,1095,1043,2019-09-16,0,2,2,"developing","ASIA",19,"West","Male"
"2888","Alen ROGIC-HADZALIC","Croatia",1997-04-21,0,0,0,9655,1095,982,2019-08-12,0,0,0,"developed","EUROPE",22,"West","Male"
"2889","Marek JALOVIEC","Czech Republic",1994-02-21,180,72,0,84001,1097,244,2017-11-27,0,0,0,"developed","EUROPE",23,"West","Male"
"2890","Omni KUMAR","United States",2001-10-10,0,0,0,3560,1097,1034,2019-10-21,0,0,0,"developed","NORTHERN_AMERICA",18,"West","Male"
"2891","Niki KALIYANDA POONACHA","India",1995-04-27,188,85,0,26518,1097,605,2019-01-14,0,0,0,"developing","ASIA",23,"West","Male"
"2893","Goran MARKOVIC","Serbia",1995-09-17,183,78,0,33392,1101,815,2018-06-18,0,0,0,"developing","EUROPE",22,"West","Male"
"2894","Oliver ANDERSON","Australia",1998-04-30,175,73,0,20735,1101,639,2016-07-11,0,0,1,"developed","OCEANIA",18,"West","Male"
"2895","Rishab AGARWAL","India",1995-12-05,0,0,0,13093,1102,691,2017-06-19,0,0,0,"developing","ASIA",21,"West","Male"
"2898","Christoffer SOLBERG","Sweden",1994-02-01,175,70,0,17612,1104,830,2015-06-22,0,0,0,"developed","EUROPE",21,"West","Male"
"2899","Luca GELHARDT","Germany",1994-12-28,191,82,0,17115,1106,848,2018-03-05,0,0,0,"developed","EUROPE",23,"West","Male"
"2900","Daniil GLINKA","Estonia",2000-05-12,0,0,0,6179,1107,1093,2019-10-21,0,0,0,"developed","EUROPE",19,"West","Male"
"2901","WU Hao","China",1997-02-14,191,83,0,19446,1108,956,2018-09-17,0,0,0,"developing","ASIA",21,"West","Male"
"2902","Gabor BORSOS","Hungary",1991-06-30,193,86,0,55235,1109,551,2019-01-14,0,1,4,"developed","EUROPE",27,"East","Male"
"2903","Andriej KAPAS","Poland",1989-08-11,188,83,0,111567,1109,323,2015-04-06,0,0,0,"developed","EUROPE",25,"West","Male"
"2904","Marc DIJKHUIZEN","Netherlands",1996-04-01,0,0,0,21885,1110,953,2017-08-21,0,0,0,"developed","EUROPE",21,"West","Male"
"2906","Tom PISANE","Belgium",2000-10-11,0,0,0,5520,1112,1020,2019-10-14,0,0,0,"developed","EUROPE",19,"West","Male"
"2907","YEUNG Pak Long","Hong Kong",1995-02-14,0,0,0,19869,1113,1103,2019-09-23,0,0,1,"developing","ASIA",24,"East","Male"
"2908","Aron PIERCE","United States",1997-01-04,191,86,0,7618,1114,1101,2019-10-21,0,0,0,"developed","NORTHERN_AMERICA",22,"West","Male"
"2909","Guillermo OLASO","Spain",1988-03-25,175,74,2006,273319,1115,167,2011-07-18,0,2,4,"developed","EUROPE",23,"West","Male"
"2910","Joffrey DE SCHEPPER","France",1991-09-16,196,91,0,32290,1115,977,2016-07-25,0,0,0,"developed","EUROPE",24,"West","Male"
"2911","Alexandros SKORILAS","Greece",2000-03-16,185,81,0,7265,1116,1051,2019-09-16,0,0,0,"developed","EUROPE",19,"West","Male"
"2913","George BOTEZAN","Romania",1997-02-05,183,72,0,19584,1118,867,2019-08-05,0,0,0,"developed","EUROPE",22,"West","Male"
"2914","Tom FARQUHARSON","United Kingdom",1992-02-12,0,0,0,36812,1118,429,2014-03-17,0,0,0,"developed","EUROPE",22,"West","Male"
"2915","Karlo CUBELIC","Germany",1998-01-13,188,77,0,6632,1119,1048,2019-10-14,0,0,0,"developed","EUROPE",21,"West","Male"
"2916","Daniel NOLAN","Australia",1997-03-12,175,72,0,31887,1120,606,2016-11-07,0,0,0,"developed","OCEANIA",19,"West","Male"
"2917","Mike URBANIJA","Slovenia",1989-12-26,183,79,0,42257,1120,477,2014-08-18,0,0,4,"developed","EUROPE",24,"West","Male"
"2918","Pavel SHUMEIKO","Ukraine",2000-10-11,0,0,0,4782,1121,1112,2019-09-23,0,0,0,"developing","EUROPE",18,"West","Male"
"2919","Mikhail KOROVIN","Russia",1996-02-26,180,65,0,32977,1122,724,2018-04-09,0,0,0,"developing","EUROPE",22,"East","Male"
"2920","Oleg KHOTKOV","Ukraine",1990-03-11,0,0,0,34048,1123,781,2017-11-13,0,0,0,"developing","EUROPE",27,"West","Male"
"2921","Matteo GIGANTE","Italy",2002-01-04,0,0,0,1525,1124,1115,2019-09-30,0,0,0,"developed","EUROPE",17,"West","Male"
"2922","Adam WALTON","Australia",1999-04-17,0,0,0,3546,1124,1115,2019-09-23,0,0,0,"developed","OCEANIA",20,"West","Male"
"2924","Yuta KIKUCHI","Japan",1999-09-27,0,0,0,1536,1126,1116,2019-09-16,0,0,0,"developed","ASIA",19,"West","Male"
"2926","Jiri VENCL","Czech Republic",1981-12-20,0,0,0,14583,1129,550,2004-02-02,0,0,0,"developed","EUROPE",22,"West","Male"
"2927","Harold MAYOT","France",2002-02-04,0,0,0,3516,1129,1124,2019-10-28,0,0,0,"developed","EUROPE",17,"West","Male"
"2928","Louis LECHEVRETEL","France",1996-04-16,185,35,0,3109,1130,1120,2019-09-16,0,0,0,"developed","EUROPE",23,"West","Male"
"2929","Oleg DOLGOSHEYEV","Ukraine",1990-11-21,0,0,0,5343,1131,937,2018-09-17,0,0,0,"developing","EUROPE",27,"West","Male"
"2930","Pruchya ISARO","Thailand",1995-10-16,175,70,0,44259,1132,545,2018-12-24,0,8,5,"developing","ASIA",23,"West","Male"
"2931","Kristijan MESAROS","Croatia",1988-07-02,188,89,0,160507,1133,184,2014-04-14,0,0,1,"developed","EUROPE",25,"West","Male"
"2932","Keegan SMITH","United States",1998-06-23,198,93,0,19081,1133,988,2017-11-27,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"2934","James TROTTER","Japan",1999-07-29,15,75,0,2800,1135,600,2019-07-01,0,0,0,"developed","ASIA",19,"West","Male"
"2936","Omar SALMAN","Belgium",1996-04-22,180,74,0,47950,1137,464,2018-10-29,0,0,0,"developed","EUROPE",22,"West","Male"
"2937","Sho KATAYAMA","Japan",1989-05-12,0,0,0,56456,1138,489,2013-07-22,0,0,0,"developed","ASIA",24,"West","Male"
"2938","Joshua PECK","Canada",1998-12-10,198,76,0,9548,1139,575,2019-07-29,0,0,0,"developed","NORTHERN_AMERICA",20,"West","Male"
"2939","Alibek KACHMAZOV","Russia",2002-08-17,0,0,0,10954,1140,1140,2019-10-28,0,0,1,"developing","EUROPE",17,"West","Male"
"2940","Jonathan HILAIRE","France",1984-06-27,0,0,0,22993,1140,688,2004-09-13,0,0,0,"developed","EUROPE",20,"West","Male"
"2941","Alejandro GARCIA","Spain",2001-11-19,0,0,0,5008,1141,1141,2019-10-28,0,0,0,"developed","EUROPE",17,"West","Male"
"2942","Arthur BOUQUIER","France",2000-12-25,0,0,0,3512,1142,1137,2019-10-21,0,0,0,"developed","EUROPE",18,"West","Male"
"2943","Otto VIRTANEN","Finland",2001-06-21,0,0,0,8430,1142,831,2018-12-17,0,0,0,"developed","EUROPE",17,"West","Male"
"2944","Grega ZEMLJA","Slovenia",1986-09-29,183,81,2004,1242858,1144,43,2013-07-15,0,49,52,"developed","EUROPE",26,"West","Male"
"2946","Alexandr BINDA","Russia",2001-09-22,0,0,0,2556,1144,1144,2019-11-04,0,0,0,"developing","EUROPE",18,"West","Male"
"2947","Alexander KUDRYAVTSEV","Russia",1985-10-26,183,79,0,909894,1145,117,2015-02-02,0,5,15,"developing","EUROPE",29,"West","Male"
"2948","Francesco PASSARO","Italy",NA,0,0,0,3268,1146,1122,2019-09-16,0,0,0,"developed","EUROPE",NA,"West","Male"
"2949","Garrett JOHNS","United States",2000-12-17,180,70,0,4834,1147,1131,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",18,"West","Male"
"2950","Charles BROOM","United Kingdom",1998-04-24,178,82,0,7570,1148,1067,2018-07-16,0,0,0,"developed","EUROPE",20,"West","Male"
"2951","Taha BAADI","Canada",2001-07-19,180,74,0,6482,1149,1142,2019-10-07,0,0,0,"developed","NORTHERN_AMERICA",18,"West","Male"
"2952","Tomislav TERNAR","Slovenia",1990-09-16,0,0,0,38994,1150,575,2016-05-16,0,1,3,"developed","EUROPE",25,"West","Male"
"2953","Jiri JENICEK","Czech Republic",1999-12-14,0,0,0,3935,1150,1143,2019-10-07,0,0,0,"developed","EUROPE",19,"East","Male"
"2954","Luka PAVLOVIC","France",2000-03-30,0,0,0,11096,1151,932,2018-07-23,0,0,0,"developed","EUROPE",18,"West","Male"
"2955","Alexander ZGIROVSKY","Belarus",2001-07-10,0,0,0,5864,1152,1152,2019-11-04,0,0,1,"developing","EUROPE",18,"West","Male"
"2956","Edoardo LAVAGNO","Italy",1998-07-27,0,0,0,5206,1152,1151,2019-10-28,0,0,0,"developed","EUROPE",21,"West","Male"
"2957","Marco CHIUDINELLI","Switzerland",1981-09-10,185,85,2000,2023620,1153,52,2010-02-22,0,52,98,"developed","EUROPE",28,"West","Male"
"2958","Lucas KRAINER","Austria",2000-10-12,0,0,0,3835,1154,1154,2019-10-28,0,0,0,"developed","EUROPE",19,"West","Male"
"2959","Luca POTENZA","Italy",2000-07-28,0,0,0,3476,1154,1130,2019-09-16,0,0,0,"developed","EUROPE",19,"West","Male"
"2961","Vasile ANTONESCU","Romania",1990-03-24,183,82,0,63034,1157,465,2015-05-18,0,0,0,"developed","EUROPE",25,"West","Male"
"2962","Michal SCHMID","Czech Republic",1988-11-28,0,0,0,84757,1157,373,2014-09-08,0,0,0,"developed","EUROPE",25,"East","Male"
"2964","Reese STALDER","United States",1996-11-12,0,0,0,6139,1159,1150,2019-10-14,0,0,0,"developed","NORTHERN_AMERICA",22,"West","Male"
"2965","Milen IANAKIEV","Germany",1995-07-20,185,74,0,13126,1160,1088,2018-08-06,0,0,0,"developed","EUROPE",23,"West","Male"
"2966","JEONG Yeong-Seok","South Korea",2000-03-04,0,0,0,5154,1160,1048,2019-08-26,0,0,0,"developing","ASIA",19,"West","Male"
"2969","Giovanni CALVANO","Italy",1998-01-29,0,0,0,5336,1164,1142,2019-09-23,0,0,0,"developed","EUROPE",21,"East","Male"
"2970","Ondrej STYLER","Czech Republic",2000-06-01,0,0,0,5788,1165,1117,2018-12-17,0,0,0,"developed","EUROPE",18,"West","Male"
"2971","Jesse DELANEY","Australia",1998-11-14,173,73,0,7076,1166,1157,2019-09-30,0,0,0,"developed","OCEANIA",20,"West","Male"
"2972","Michael LINZER","Austria",1989-11-02,180,77,0,159549,1166,236,2012-08-20,0,0,2,"developed","EUROPE",22,"West","Male"
"2974","Seita WATANABE","Japan",NA,0,0,0,4555,1168,1148,2019-09-16,0,0,0,"developed","ASIA",NA,"East","Male"
"2975","Martin VAN DER MEERSCHEN","Belgium",2000-06-14,0,0,0,6740,1169,1024,2019-08-12,0,0,0,"developed","EUROPE",19,"West","Male"
"2977","Anton CHEKHOV","Russia",1992-09-15,185,77,0,18865,1170,1154,2019-09-09,0,0,0,"developing","EUROPE",27,"West","Male"
"2978","Konrad ZIEBA","United States",1995-07-22,187,84,0,2152,1172,1132,2016-07-25,0,0,0,"developed","NORTHERN_AMERICA",21,"East","Male"
"2979","ZHENG Wei Qiang","China",1996-06-22,175,75,0,27966,1172,877,2018-09-17,0,0,0,"developing","ASIA",22,"West","Male"
"2980","Kosuke OGURA","Japan",1996-02-09,170,68,0,4954,1173,1173,2019-11-04,0,0,0,"developed","ASIA",23,"West","Male"
"2981","Piotr GRYNKOWSKI","Poland",1992-06-12,180,70,0,10036,1174,1093,2019-09-23,0,0,0,"developed","EUROPE",27,"West","Male"
"2982","Tomas LISKA","Slovakia",1998-07-31,175,72,0,16911,1175,951,2018-07-02,0,0,0,"developed","EUROPE",19,"West","Male"
"2983","Martin BORISIOUK","Belarus",2000-07-04,0,0,0,7470,1175,1175,2019-11-04,0,0,0,"developing","EUROPE",19,"West","Male"
"2984","Anirudh CHANDRASEKAR","India",1998-07-11,180,74,0,17762,1177,1014,2018-10-01,0,0,0,"developing","ASIA",20,"West","Male"
"2985","David BIOSCA GIRVENT","Spain",1994-02-01,0,0,0,2124,1178,1157,2016-07-25,0,0,0,"developed","EUROPE",22,"West","Male"
"2986","Pol WATTANAKUL","Thailand",1995-08-03,0,0,0,23199,1178,593,2019-05-27,0,0,2,"developing","ASIA",23,"West","Male"
"2990","GONG Mao-Xin","China",1987-08-24,178,73,2006,404692,1180,294,2011-01-31,0,2,6,"developing","ASIA",23,"West","Male"
"2991","Dennis BLOEMKE","Germany",1989-07-23,0,0,0,46756,1181,302,2011-05-09,0,0,0,"developed","EUROPE",21,"West","Male"
"2992","LEE Jea Moon","South Korea",1993-07-02,0,0,0,21071,1182,570,2019-05-13,0,0,1,"developing","ASIA",25,"West","Male"
"2993","Miliaan NIESTEN","Netherlands",1988-06-27,183,65,2008,72244,1182,431,2013-04-29,0,0,0,"developed","EUROPE",24,"West","Male"
"2994","Justin ELEVELD","Netherlands",1992-05-26,0,0,0,9359,1184,828,2010-11-01,0,0,0,"developed","EUROPE",18,"West","Male"
"2995","Peter FAJTA","Hungary",2002-05-23,0,0,0,1107,1184,1184,2019-11-04,0,0,0,"developed","EUROPE",17,"West","Male"
"2996","Julien CAGNINA","Belgium",1994-06-04,183,72,0,90308,1184,239,2017-10-30,0,0,1,"developed","EUROPE",23,"West","Male"
"2997","Jordan UBIERGO","France",1993-07-27,193,88,0,19964,1185,571,2015-04-06,0,0,0,"developed","EUROPE",21,"East","Male"
"2998","Mathys ERHARD","France",2001-10-26,0,0,0,1947,1187,1169,2019-09-09,0,0,0,"developed","EUROPE",17,"West","Male"
"3000","LIM Yong-Kyu","South Korea",1991-06-18,185,81,0,129513,1187,257,2014-05-12,0,13,8,"developing","ASIA",22,"West","Male"
"3001","Gregorio LULLI","Italy",1997-04-26,0,0,0,3446,1187,1168,2019-09-16,0,0,0,"developed","EUROPE",22,"West","Male"
"3002","Alexander KNIGHT","United States",1996-12-11,193,86,0,5493,1187,1187,2019-10-21,0,0,0,"developed","NORTHERN_AMERICA",22,"East","Male"
"3003","Filippo LEONARDI","Italy",1987-12-22,0,0,0,76899,1189,526,2011-09-12,0,0,0,"developed","EUROPE",23,"West","Male"
"3004","Spencer PAPA","United States",1995-10-22,188,86,0,15768,1192,858,2014-10-27,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"3005","Oscar MESQUIDA BERG","Spain",1996-05-07,183,68,0,8940,1193,1173,2015-07-20,0,0,0,"developed","EUROPE",19,"West","Male"
"3007","Aleksandre BAKSHI","Georgia",1997-07-15,178,73,0,7146,1194,1070,2018-07-23,0,0,0,"developing","EUROPE",21,"West","Male"
"3008","Marlon VANKAN","Germany",2000-08-27,0,0,0,1686,1196,1196,2019-11-04,0,0,0,"developed","EUROPE",19,"West","Male"
"3010","Eero VASA","Finland",1997-02-01,188,79,0,10556,1198,601,2019-07-29,0,0,3,"developed","EUROPE",22,"West","Male"
"3011","Masamichi IMAMURA","Japan",1998-11-23,0,0,0,4378,1198,595,2019-03-18,0,0,0,"developed","ASIA",20,"West","Male"
"3012","Rishi REDDY","India",1998-04-06,0,0,0,2517,1200,1178,2019-09-09,0,0,0,"developing","ASIA",21,"East","Male"
"3013","Dmitry SURCHENKO","Russia",1990-05-02,188,82,0,19263,1201,960,2015-08-03,0,0,0,"developing","EUROPE",25,"West","Male"
"3014","Samm BUTLER","United Kingdom",1995-02-09,0,0,0,11839,1201,815,2018-12-17,0,0,0,"developed","EUROPE",23,"West","Male"
"3015","David FOX","United Kingdom",1994-02-20,0,0,0,4582,1202,1175,2019-09-09,0,0,0,"developed","EUROPE",25,"East","Male"
"3016","Diego Augusto BARRETO SANCHEZ","Spain",2002-04-18,0,0,0,2259,1203,1191,2019-10-07,0,0,0,"developed","EUROPE",17,"West","Male"
"3017","Arsenije ZLATANOVIC","Serbia",1989-12-04,193,77,2006,44517,1203,609,2012-04-30,0,0,1,"developing","EUROPE",22,"West","Male"
"3018","Michael LOOK","Australia",1987-11-24,188,74,0,65437,1203,323,2012-02-06,0,0,0,"developed","OCEANIA",24,"East","Male"
"3019","Vasile-Alexandru GHILEA","Romania",1993-12-31,0,0,0,21379,1203,618,2018-12-17,0,0,0,"developed","EUROPE",24,"West","Male"
"3020","Filippo MORONI","Italy",2001-02-01,0,0,0,3234,1203,1185,2019-09-09,0,0,0,"developed","EUROPE",18,"West","Male"
"3021","Cezar CRETU","Romania",2001-04-24,0,0,0,2793,1208,1186,2019-09-23,0,0,0,"developed","EUROPE",18,"West","Male"
"3022","Alexander PAVLIOUTCHENKOV","Russia",1985-12-03,196,105,0,54512,1209,704,2003-09-08,0,0,0,"developing","EUROPE",17,"West","Male"
"3023","Petru-Alexandru LUNCANU","Romania",1989-05-07,185,80,2005,153035,1210,304,2009-11-02,0,0,4,"developed","EUROPE",20,"West","Male"
"3025","Benard Bruno NKOMBA","Australia",1999-09-08,175,65,0,10220,1211,1208,2019-10-14,0,0,0,"developed","OCEANIA",20,"East","Male"
"3027","Nini Gabriel DICA","Romania",2001-04-29,0,0,0,2859,1211,1211,2019-11-04,0,0,0,"developed","EUROPE",18,"West","Male"
"3028","Brian SHI","United States",2000-02-24,0,0,0,1938,1214,1193,2018-08-13,0,0,0,"developed","NORTHERN_AMERICA",18,"West","Male"
"3029","Julian CASH","United Kingdom",1996-08-29,185,76,0,8149,1215,935,2017-12-18,0,0,0,"developed","EUROPE",21,"West","Male"
